0xdac17f958d2ee523a2206206994597c13d831ec7,USDT
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC
0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD
0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH
0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB
0x75231f58b43240c9718dd58b4967c5114342a86c,OKB
0x6b175474e89094c44da98b954eedeac495271d0f,DAI
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC
0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,LEO
0x514910771af9ca656af840dff83e8264ecf986ca,LINK
0x582d872a1b094fc48f5de31d3b73f2d9be47def1,TONCOIN
0x4a220e6096b25eadb88358cb44068a3248254675,QNT
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,CRO
0x4d224452801aced8b2f0aebe155379bb5d594381,APE
0x853d955acef822db058eb8505911ed77f175b99e,FRAX
0x3506424f91fd33084466f402d5d97f05f8e3b4af,CHZ
0xa2cd3d43c775978a96bdbf12d733d5a1ed94fb18,XCN
0x8e870d67f660d95d5be530380d0ec0bd388289e1,USDP
0x6f259637dcd74c767781e37bc6133cd6a68aa161,HT
0x3845badade8e6dff049820680d1f14bd3903a5d0,SAND
0x5a98fcbea516cf06857215779fd812ca3bef1b32,LDO
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE
0x0000000000085d4780b73119b644ae5ecd22b376,TUSD
0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,GUSD
0x667102bd3413bfeaa3dffb48fa8288819e480a88,TKX
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
0x39aa39c021dfbae8fac545936693ac917d5e7563,cUSDC
0xe66747a101bff2dba3697199dcce5b743b454759,GT
0x4e15361fd6b4bb609fa63c81a2be19d873717870,FTM
0xc944e90c64b2c07662a292be6244bdf05cda44a7,GRT
0x45804880de22913dafe09f4980848ece6ecbaf78,PAXG
0xd533a949740bb3306d119cc777fa900ba034cd52,CRV
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,cDAI
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,cETH
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX
0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,NEXO
0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,ENS
0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS
0x111111111117dc0aa78b770fa6a738034120c302,1INCH
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,ENJ
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,LRC
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,IMX
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,HOT
0xc00e94cb662c3520282e6f5717214004a7f26888,COMP
0xff20817765cb7f73d4bde2e66e067e58d11095c2,AMP
0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX
0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,OHM
0xba100000625a3754423978a60c9317c58a424e3d,BAL
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI
0xba9d4199fab4f26efe3551d490e3821486f135ba,CHSB
0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,cUSDT
0xa2085073878152ac3090ea13d1e41bd69e60dc99,ELG
0x1cf4592ebffd730c7dc92c1bdffdfc3b9efcf29a,WAVES
0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,GLM
0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,IOTX
0x0316eb71485b0ab14103307bf65a021042c6d380,HBTC
0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,CEL
0x69af81e73a73b40adf4f3d4223cd9b1ece623074,MASK
0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,POLY
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI
0x58b6a8a3302369daec383334672404ee733ab239,LPT
0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA
0x36ac219f90f5a6a3c77f2a7b660e3cc701f68e25,XCM
0x8290333cef9e6d528dd5618fb97a76f268f3edd4,ANKR
0x5f98805a4e8be255a32880fdec7f6728c6568ba0,LUSD
0x320623b8e4ff03373931769a31fc52a4e78b5d70,RSR
0xd26114cd6ee289accf82350c8d8487fedb8a0c07,OMG
0x9813037ee2218799597d83d4a5b6f3b6778218d9,BONE
0xe41d2489571d322189246dafa5ebde1f4699f498,ZRX
0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,ELON
0x467bccd9d29f223bce8043b84e8c8b282827790f,TEL
0x18aaa7115705e8be94bffebde57af9bfc265b998,AUDIO
0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO
0x831091da075665168e01898c6dac004a867f1e1b,GFARM2
0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,RNDR
0x949d48eca67b17269629c7194f4b727d4ef9e5d6,MC
0x4fe83213d56308330ec302a8bd641f1d0113a4cc,NU
0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374,VERI
0x7a58c0be72be218b41c608b7fe7c5bb630736c71,PEOPLE
0x408e41876cccdc0f92210600ef50372656052a38,REN
0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,SXP
0x04fa0d235c4abf4bcf4787af4cf447de572ef828,UMA
0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,SKL
0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,KNC
0x0b38210ea11411557c13457d4da7dc6ea731b88a,API3
0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,SRM
0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed,TSUKA
0x0f51bb10119727a7e5ea3538074fb341f56b09ad,DAO
0x3a4f40631a4f906c2bad353ed06de7a5d3fcb430,PLA
0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,PUNDIX
0x485d17a6f1b8780392d53d64751824253011a260,TIME
0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,VOLT
0x04abeda201850ac0124161f037efd70c74ddc74c,NEST